candidate_id	record_name	accession	start	end	strand	gene	product	is_corrected	correction_offset	original_translation
cand_0332	OK483335	OK483335.1	0	355	1	VP1	VP1	False		
cand_0333	OM514376	OM514376.1	188	1676	1	unknown	reverse transcriptase-like protein	False		
cand_0334	OM514376	OM514376.1	2127	3561	1	unknown	hypothetical protein	False		
cand_0335	MW784099	MW784099.1	0	4572	1	unknown	nonstructural polyprotein	False		
cand_0336	MW784097	MW784097.1	0	4527	1	unknown	nonstructural polyprotein	False		
cand_0337	MW784094	MW784094.1	19	4557	1	unknown	nonstructural polyprotein	False		
cand_0338	MW784086	MW784086.1	0	4565	1	unknown	nonstructural polyprotein	False		
cand_0339	MW897146	MW897146.1	18	3822	1	unknown	nonstructural polyprotein	False		
cand_0340	MW897147	MW897147.1	292	3805	1	unknown	non-structural polyprotein	False		
cand_0341	MW897145	MW897145.1	0	2280	1	unknown	non-structural polyprotein	False		
cand_0342	ON304005	ON304005.1	46	4279	1	unknown	non-structural polyprotein	False		
cand_0343	ON304004	ON304004.1	0	433	-1	unknown	non-structural polyprotein	False		
cand_0344	MZ546174	MZ546174.1	198	4488	1	unknown	nonstructural protein	False		
cand_0345	MW504580	MW504580.1	91	2635	1	unknown	nonstructural protein	False		
cand_0346	MW504580	MW504580.1	2735	4241	1	unknown	nonstructural protein	False		
cand_0347	MW504579	MW504579.1	0	3310	1	unknown	nonstructural protein	False		
cand_0348	MW504578	MW504578.1	86	3548	1	unknown	nonstructural protein	False		
cand_0349	MW504575	MW504575.1	0	3353	1	unknown	nonstructural protein	False		
cand_0350	MW504574	MW504574.1	142	3386	1	unknown	nonstructural protein	False		
cand_0351	MW504568	MW504568.1	36	3912	1	unknown	nonstructural protein	False		
cand_0352	MW504566	MW504566.1	43	3931	1	unknown	nonstructural protein	False		
cand_0353	MW504564	MW504564.1	37	3947	1	unknown	nonstructural protein	False		
cand_0354	MW504555	MW504555.1	36	3186	1	unknown	nonstructural protein	False		
cand_0355	MW504549	MW504549.1	0	953	1	unknown	nonstructural protein	False		
cand_0356	MW504548	MW504548.1	0	863	1	unknown	nonstructural protein	False		
cand_0357	MW504547	MW504547.1	0	1504	1	unknown	nonstructural protein	False		
cand_0358	MW504546	MW504546.1	16	4245	1	unknown	nonstructural protein	False		
cand_0359	MW504545	MW504545.1	32	4075	1	unknown	nonstructural protein	False		
cand_0360	MZ209691	MZ209691.1	53	3572	1	unknown	zinc finger protein	False		
cand_0361	MW239504	MW239504.1	5	1099	1	unknown	hypothetical protein	False		
cand_0362	MW239381	MW239381.1	0	831	1	unknown	hypothetical protein	False		
cand_0363	MW239289	MW239289.1	0	735	1	unknown	hypothetical protein	False		
cand_0364	MW239205	MW239205.1	0	1265	-1	unknown	hypothetical protein	False		
cand_0365	MW239195	MW239195.1	0	1233	-1	unknown	hypothetical protein	False		
cand_0366	MW239194	MW239194.1	0	1246	-1	unknown	hypothetical protein	False		
cand_0367	MT568535	MT568535.1	6	4251	1	unknown	polyprotein	False		
cand_0368	MT568535	MT568535.1	4260	5243	1	unknown	hypothetical protein	False		
cand_0369	MZ182272	MZ182272.1	28	3325	1	unknown	polyprotein	False		
cand_0370	MZ182271	MZ182271.1	20	5030	1	unknown	polyprotein	False		
cand_0371	MZ367372	MZ367372.1	14	3434	1	unknown	nonstructural polyprotein	False		
cand_0372	MZ291967	MZ291967.1	224	2311	1	unknown	polyprotein	False		
cand_0373	MZ603079	MZ603079.1	0	2763	1	unknown	protein of unknown function DUF3621	False		
cand_0374	MZ603076	MZ603076.1	0	2664	1	unknown	peptidase S39	False		
cand_0375	MZ603074	MZ603074.1	0	2808	1	unknown	protein of unknown function DUF3621	False		
cand_0376	MZ603071	MZ603071.1	0	2364	1	unknown	peptidase S39	False		
cand_0377	MW826532	MW826532.1	1	3811	1	unknown	nonstructural polyprotein	False		
cand_0378	MW826531	MW826531.1	1	3811	1	unknown	nonstructural polyprotein	False		
cand_0379	MN217665	MN217665.1	0	101	1	unknown	nonstructural protein	False		
cand_0380	MN217664	MN217664.1	0	101	1	unknown	nonstructural protein	False		
cand_0381	MN217663	MN217663.1	0	101	1	unknown	nonstructural protein	False		
cand_0382	MN217662	MN217662.1	0	101	1	unknown	nonstructural protein	False		
cand_0383	MN217661	MN217661.1	0	101	1	unknown	nonstructural protein	False		
cand_0384	MN217660	MN217660.1	0	101	1	unknown	nonstructural protein	False		
cand_0385	MN217659	MN217659.1	0	101	1	unknown	nonstructural protein	False		
cand_0386	MN217658	MN217658.1	0	101	1	unknown	nonstructural protein	False		
cand_0387	MN217657	MN217657.1	0	101	1	unknown	nonstructural protein	False		
cand_0388	MN217656	MN217656.1	0	101	1	unknown	nonstructural protein	False		
cand_0389	MN217655	MN217655.1	0	101	1	unknown	nonstructural protein	False		
cand_0390	MN217654	MN217654.1	0	101	1	unknown	nonstructural protein	False		
cand_0391	MN217653	MN217653.1	0	101	1	unknown	nonstructural protein	False		
cand_0392	MN217652	MN217652.1	0	101	1	unknown	nonstructural protein	False		
cand_0393	MN217651	MN217651.1	0	101	1	unknown	nonstructural protein	False		
cand_0394	MN217650	MN217650.1	0	101	1	unknown	nonstructural protein	False		
cand_0395	MN217649	MN217649.1	0	101	1	unknown	nonstructural protein	False		
cand_0396	MN217648	MN217648.1	0	101	1	unknown	nonstructural protein	False		
cand_0397	MN217647	MN217647.1	0	101	1	unknown	nonstructural protein	False		
cand_0398	MN217646	MN217646.1	0	101	1	unknown	nonstructural protein	False		
cand_0399	MN217645	MN217645.1	0	101	1	unknown	nonstructural protein	False		
cand_0400	MN217644	MN217644.1	0	101	1	unknown	nonstructural protein	False		
cand_0401	MN217643	MN217643.1	0	101	1	unknown	nonstructural protein	False		
cand_0402	MN217642	MN217642.1	0	101	1	unknown	nonstructural protein	False		
cand_0403	MN217641	MN217641.1	0	101	1	unknown	nonstructural protein	False		
cand_0404	MN217640	MN217640.1	0	101	1	unknown	nonstructural protein	False		
cand_0405	MN217639	MN217639.1	0	101	1	unknown	nonstructural protein	False		
cand_0406	MN217638	MN217638.1	0	101	1	unknown	nonstructural protein	False		
cand_0407	MN217637	MN217637.1	0	101	1	unknown	nonstructural protein	False		
cand_0408	MN217636	MN217636.1	0	101	1	unknown	nonstructural protein	False		
cand_0409	MN217635	MN217635.1	0	101	1	unknown	nonstructural protein	False		
cand_0410	MN217634	MN217634.1	0	101	1	unknown	nonstructural protein	False		
cand_0411	MN217633	MN217633.1	0	101	1	unknown	nonstructural protein	False		
cand_0412	MN217632	MN217632.1	0	101	1	unknown	nonstructural protein	False		
cand_0413	MN217631	MN217631.1	0	101	1	unknown	nonstructural protein	False		
cand_0414	MN217630	MN217630.1	0	101	1	unknown	nonstructural protein	False		
cand_0415	MN217629	MN217629.1	0	101	1	unknown	nonstructural protein	False		
cand_0416	MN217628	MN217628.1	0	101	1	unknown	nonstructural protein	False		
cand_0417	MN217627	MN217627.1	0	101	1	unknown	nonstructural protein	False		
cand_0418	MN217626	MN217626.1	0	101	1	unknown	nonstructural protein	False		
cand_0419	MN217625	MN217625.1	0	101	1	unknown	nonstructural protein	False		
cand_0420	MN217624	MN217624.1	0	101	1	unknown	nonstructural protein	False		
cand_0421	MN217623	MN217623.1	0	101	1	unknown	nonstructural protein	False		
cand_0422	MN217622	MN217622.1	0	101	1	unknown	nonstructural protein	False		
cand_0423	MN217621	MN217621.1	0	101	1	unknown	nonstructural protein	False		
cand_0424	MN217620	MN217620.1	0	101	1	unknown	nonstructural protein	False		
cand_0425	MN217619	MN217619.1	0	101	1	unknown	nonstructural protein	False		
cand_0426	MN217618	MN217618.1	0	101	1	unknown	nonstructural protein	False		
cand_0427	MN217617	MN217617.1	0	101	1	unknown	nonstructural protein	False		
cand_0428	MN217616	MN217616.1	0	101	1	unknown	nonstructural protein	False		
cand_0429	MN217615	MN217615.1	0	101	1	unknown	nonstructural protein	False		
cand_0430	MN217614	MN217614.1	0	101	1	unknown	nonstructural protein	False		
cand_0431	MN217613	MN217613.1	0	101	1	unknown	nonstructural protein	False		
cand_0432	MN217612	MN217612.1	0	101	1	unknown	nonstructural protein	False		
cand_0433	MN217611	MN217611.1	0	101	1	unknown	nonstructural protein	False		
cand_0434	MN217610	MN217610.1	0	101	1	unknown	nonstructural protein	False		
cand_0435	MN217609	MN217609.1	0	101	1	unknown	nonstructural protein	False		
cand_0436	MN217608	MN217608.1	0	101	1	unknown	nonstructural protein	False		
cand_0437	MN217607	MN217607.1	0	101	1	unknown	nonstructural protein	False		
cand_0438	MN217606	MN217606.1	0	101	1	unknown	nonstructural protein	False		
cand_0439	MN217605	MN217605.1	0	101	1	unknown	nonstructural protein	False		
cand_0440	MN217604	MN217604.1	0	101	1	unknown	nonstructural protein	False		
cand_0441	MN217603	MN217603.1	0	101	1	unknown	nonstructural protein	False		
cand_0442	MN217602	MN217602.1	0	101	1	unknown	nonstructural protein	False		
cand_0443	MN217601	MN217601.1	0	101	1	unknown	nonstructural protein	False		
cand_0444	MN217600	MN217600.1	0	101	1	unknown	nonstructural protein	False		
cand_0445	MN217599	MN217599.1	0	101	1	unknown	nonstructural protein	False		
cand_0446	MN217598	MN217598.1	0	101	1	unknown	nonstructural protein	False		
cand_0447	MN217597	MN217597.1	0	101	1	unknown	nonstructural protein	False		
cand_0448	MN217596	MN217596.1	0	101	1	unknown	nonstructural protein	False		
cand_0449	MN217595	MN217595.1	0	101	1	unknown	nonstructural protein	False		
cand_0450	MN217594	MN217594.1	0	101	1	unknown	nonstructural protein	False		
cand_0451	MN217593	MN217593.1	0	101	1	unknown	nonstructural protein	False		
cand_0452	MN217592	MN217592.1	0	101	1	unknown	nonstructural protein	False		
cand_0453	MN217591	MN217591.1	0	101	1	unknown	nonstructural protein	False		
cand_0454	MN217590	MN217590.1	0	101	1	unknown	nonstructural protein	False		
cand_0455	MZ443626	MZ443626.1	49	4276	1	unknown	hypothetical protein	False		
cand_0456	MZ443626	MZ443626.1	4239	5370	1	unknown	hypothetical protein	False		
cand_0457	MW924358	MW924358.1	0	1280	1	unknown	ORF1	False		
cand_0458	MW924357	MW924357.1	0	1236	1	unknown	ORF1	False		
cand_0459	MW924356	MW924356.1	0	846	1	unknown	non-structural polyprotein	False		
cand_0460	MW924356	MW924356.1	871	1924	1	unknown	ORF1	False		
cand_0461	MW924355	MW924355.1	0	2909	1	unknown	ORF1	False		
cand_0462	MW924354	MW924354.1	56	4280	1	unknown	ORF1	False		
cand_0463	MW924353	MW924353.1	47	4271	1	unknown	ORF1	False		
cand_0464	MW924352	MW924352.1	55	4279	1	unknown	ORF1	False		
cand_0465	MW863310	MW863310.1	76	4366	1	unknown	nonstructural protein	False		
cand_0466	MW853972	MW853972.1	0	3630	1	unknown	nonstructural protein	False		
cand_0467	MT110151	MT110151.1	59	5882	1	unknown	putative replicase	False		
cand_0468	MT110150	MT110150.1	59	5882	1	unknown	putative replicase	False		
cand_0469	MW645022	MW645022.1	0	2463	1	unknown	nonstructural polyprotein	False		
cand_0470	MW645021	MW645021.1	0	1294	1	unknown	nonstructural polyprotein	False		
cand_0471	MT498600	MT498600.1	0	1041	1	unknown	nonstructural protein	False		
cand_0472	MW347540	MW347540.1	218	4166	1	unknown	nonstructural polyprotein	False		
cand_0473	MW347048	MW347048.1	10	1248	1	unknown	nonstructural polyprotein	False		
cand_0474	MW346737	MW346737.1	23	4268	1	unknown	nonstructural polyprotein	False		
cand_0475	LC577872	LC577872.1	293	3803	1	unknown	non-structural polyprotein	False		
cand_0476	LC577871	LC577871.1	92	3602	1	unknown	non-structural polyprotein	False		
cand_0477	LC577870	LC577870.1	4	3514	1	unknown	non-structural polyprotein	False		
cand_0478	LC549662	LC549662.1	295	3805	1	unknown	non-structural polyprotein	False		
cand_0479	MT896156	MT896156.1	0	792	1	unknown	non-structural polyprotein	False		
cand_0480	MT896155	MT896155.1	0	802	1	unknown	non-structural polyprotein	False		
cand_0481	MT549857	MT549857.1	0	3672	1	unknown	non-structural polyprotein	False		
cand_0482	MT549856	MT549856.1	0	3671	1	unknown	non-structural polyprotein	False		
cand_0483	MN841288	MN841288.1	840	6864	1	unknown	hypothetical protein 1	False		
cand_0484	MN841288	MN841288.1	7124	7679	1	unknown	hypothetical protein 2	False		
cand_0485	MG693175	MG693175.1	0	3687	1	unknown	non-structural polyprotein	False		
cand_0486	MN725025	MN725025.1	5006	7223	1	unknown	ORF2	False		
cand_0487	NC_040647	NC_040647.1	63	5349	1	unknown	nonstructural polyprotein	False		
cand_0488	MN036279	MN036279.1	1189	1891	-1	unknown	hypothetical protein	False		
cand_0489	MN035814	MN035814.1	2	107	1	unknown	hypothetical protein	False		
cand_0490	MN035758	MN035758.1	0	1889	1	unknown	hypothetical protein	False		
cand_0491	MN035758	MN035758.1	4477	5809	1	unknown	hypothetical protein	False		
cand_0492	MN034752	MN034752.1	1429	2860	-1	unknown	hypothetical protein	False		
cand_0493	MN034438	MN034438.1	843	1503	-1	unknown	hypothetical protein	False		
cand_0494	MN034411	MN034411.1	0	2525	1	unknown	hypothetical protein	False		
cand_0495	MN034082	MN034082.1	0	2163	1	unknown	hypothetical protein	False		
cand_0496	MN033929	MN033929.1	0	1067	1	unknown	hypothetical protein	False		
cand_0497	MN033872	MN033872.1	8275	9859	1	unknown	hypothetical protein	False		
cand_0498	MN033479	MN033479.1	0	516	-1	unknown	hypothetical protein	False		
cand_0499	MN033410	MN033410.1	2	212	1	unknown	hypothetical protein	False		
cand_0500	MN033274	MN033274.1	0	1748	1	unknown	hypothetical protein	False		
cand_0501	MN033274	MN033274.1	3356	4826	1	unknown	hypothetical protein	False		
cand_0502	MN033120	MN033120.1	0	518	1	unknown	hypothetical protein	False		
cand_0503	MN033120	MN033120.1	945	1305	1	unknown	hypothetical protein	False		
cand_0504	MK387176	MK387176.1	236	3857	1	unknown	nonstructural polyprotein	False		
cand_0505	MG599883	MG599883.1	30	516	1	unknown	hypothetical protein	False		
cand_0506	MH188020	MH188020.1	63	5349	1	unknown	nonstructural polyprotein	False		
cand_0507	MG846415	MG846415.1	0	4548	1	unknown	non-structural polyprotein	False		
cand_0508	MG846413	MG846413.1	0	1162	1	unknown	non-structural polyprotein	False		
cand_0509	MG846420	MG846420.1	0	2178	1	unknown	non-structural polyprotein	False		
cand_0510	MG846419	MG846419.1	0	1785	1	unknown	non-structural polyprotein	False		
cand_0511	MG846417	MG846417.1	0	1140	1	unknown	non-structural polyprotein	False		
cand_0512	NC_035758	NC_035758.1	10	3850	1	unknown	non-structural polyprotein	False		
cand_0513	NC_035758	NC_035758.1	5814	6228	1	unknown	ORF3	False		
cand_0514	NC_035471	NC_035471.1	0	3705	1	unknown	non-structural polyprotein	False		
cand_0515	NC_032484	NC_032484.1	7	3679	1	unknown	non-structural polyprotein	False		
cand_0516	NC_032426	NC_032426.1	76	4294	1	unknown	non-structural polyprotein	False		
cand_0517	NC_032423	NC_032423.1	407	3917	1	unknown	non-structural polyprotein	False		
cand_0518	NC_030922	NC_030922.1	0	4296	1	ORF1	nonstructural protein	False		
cand_0519	NC_027711	NC_027711.1	4030	4246	1	ORFX	hypothetical protein	False		
cand_0520	NC_003790	NC_003790.1	13	4551	1	unknown	non-structural polyprotein	False		
cand_0521	KC411816	KC411816.1	0	505	1	unknown	non-structural polyprotein	False		
cand_0522	MH028405	MH028405.1	126	4709	1	unknown	non-structural polyprotein	False		
cand_0523	MF973528	MF973528.1	0	502	1	unknown	nonstructural protein	False		
cand_0524	MF973527	MF973527.1	0	502	1	unknown	nonstructural protein	False		
cand_0525	MF973526	MF973526.1	0	502	1	unknown	nonstructural protein	False		
cand_0526	MF973525	MF973525.1	0	502	1	unknown	nonstructural protein	False		
cand_0527	MF973524	MF973524.1	0	502	1	unknown	nonstructural protein	False		
cand_0528	MF973523	MF973523.1	0	502	1	unknown	nonstructural protein	False		
cand_0529	MF973522	MF973522.1	0	502	1	unknown	nonstructural protein	False		
cand_0530	MF973521	MF973521.1	0	502	1	unknown	nonstructural protein	False		
cand_0531	MF973520	MF973520.1	0	502	1	unknown	nonstructural protein	False		
cand_0532	MF973519	MF973519.1	0	502	1	unknown	nonstructural protein	False		
cand_0533	MF973518	MF973518.1	0	502	1	unknown	nonstructural protein	False		
cand_0534	MF973517	MF973517.1	0	502	1	unknown	nonstructural protein	False		
cand_0535	MF973516	MF973516.1	0	502	1	unknown	nonstructural protein	False		
cand_0536	MF973515	MF973515.1	0	502	1	unknown	nonstructural protein	False		
cand_0537	MF973514	MF973514.1	0	502	1	unknown	nonstructural protein	False		
cand_0538	MF973513	MF973513.1	0	502	1	unknown	nonstructural protein	False		
cand_0539	MF973512	MF973512.1	0	502	1	unknown	nonstructural protein	False		
cand_0540	MF973511	MF973511.1	0	502	1	unknown	nonstructural protein	False		
cand_0541	MF973510	MF973510.1	0	502	1	unknown	nonstructural protein	False		
cand_0542	MF973509	MF973509.1	0	502	1	unknown	nonstructural protein	False		
cand_0543	MF973508	MF973508.1	0	502	1	unknown	nonstructural protein	False		
cand_0544	MF973507	MF973507.1	0	502	1	unknown	nonstructural protein	False		
cand_0545	MF973506	MF973506.1	0	502	1	unknown	nonstructural protein	False		
cand_0546	MF973505	MF973505.1	0	502	1	unknown	nonstructural protein	False		
cand_0547	MF973504	MF973504.1	0	502	1	unknown	nonstructural protein	False		
cand_0548	MF973503	MF973503.1	0	502	1	unknown	nonstructural protein	False		
cand_0549	MF973502	MF973502.1	0	502	1	unknown	nonstructural protein	False		
cand_0550	MF973501	MF973501.1	43	2713	1	unknown	nonstructural protein	False		
cand_0551	MF973500	MF973500.1	43	2713	1	unknown	nonstructural protein	False		
cand_0552	KY214438	KY214438.1	50	2525	1	unknown	ORF1	False		
cand_0553	KY214437	KY214437.1	39	2679	1	unknown	ORF1	False		
cand_0554	MF042208	MF042208.1	74	4298	1	unknown	non-structural polyprotein	False		
cand_0555	KX522573	KX522573.1	0	220	1	ORF1	nonstructural protein	False		
cand_0556	KX522572	KX522572.1	0	224	1	ORF1	nonstructural protein	False		
cand_0557	KX522571	KX522571.1	0	214	1	ORF1	nonstructural protein	False		
cand_0558	KX522570	KX522570.1	0	213	1	ORF1	nonstructural protein	False		
cand_0559	KX522569	KX522569.1	0	218	1	ORF1	nonstructural protein	False		
cand_0560	KX522568	KX522568.1	0	214	1	ORF1	nonstructural protein	False		
cand_0561	KX522567	KX522567.1	0	226	1	ORF1	nonstructural protein	False		
cand_0562	KX522566	KX522566.1	0	230	1	ORF1	nonstructural protein	False		
cand_0563	KY047739	KY047739.1	0	367	1	unknown	capsid protein	False		
cand_0564	KX907135	KX907135.1	76	4294	1	unknown	non-structural polyprotein	False		
cand_0565	KX907134	KX907134.1	407	3917	1	unknown	non-structural polyprotein	False		
cand_0566	KX907133	KX907133.1	0	3705	1	unknown	non-structural polyprotein	False		
cand_0567	KX907132	KX907132.1	8	3680	1	unknown	non-structural polyprotein	False		
cand_0568	KX907131	KX907131.1	0	3708	1	unknown	non-structural polyprotein	False		
cand_0569	KX907130	KX907130.1	125	3797	1	unknown	non-structural polyprotein	False		
cand_0570	KX907129	KX907129.1	7	3679	1	unknown	non-structural polyprotein	False		
cand_0571	KX907128	KX907128.1	0	3639	1	unknown	non-structural polyprotein	False		
cand_0572	KX907127	KX907127.1	0	3447	1	unknown	non-structural polyprotein	False		
cand_0573	DQ327618	DQ327618.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0574	DQ327617	DQ327617.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0575	DQ327616	DQ327616.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0576	DQ327615	DQ327615.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0577	DQ327614	DQ327614.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0578	DQ327613	DQ327613.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0579	DQ327612	DQ327612.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0580	DQ327611	DQ327611.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0581	DQ327610	DQ327610.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0582	DQ327609	DQ327609.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0583	DQ327608	DQ327608.1	0	465	1	unknown	non-structural polyprotein	False		
cand_0584	AY831433	AY831433.1	0	685	1	unknown	non-structural polyprotein	False		
cand_0585	S68561	S68561.1	0	306	1	capsid protein	non-structural protein	False		
cand_0586	HQ668143	HQ668143.1	714	1095	1	unknown	ORFX	False		
cand_0587	HQ668129	HQ668129.1	732	1092	1	unknown	ORFX	False		
cand_0588	HQ668123	HQ668123.1	741	1044	1	unknown	ORFX	False		
cand_0589	AY027809	AY027809.1	0	289	1	unknown	non-structural protein HA	False		
cand_0590	KX290465	KX290465.1	651	7407	1	unknown	polyprotein	False		
cand_0591	LN879482	LN879482.1	2542	4114	1	unknown	unknown	False		
cand_0592	KU318568	KU318568.1	0	101	1	unknown	nonstructural protein	False		
cand_0593	KU318567	KU318567.1	0	101	1	unknown	nonstructural protein	False		
cand_0594	KU318566	KU318566.1	0	101	1	unknown	nonstructural protein	False		
cand_0595	KU318565	KU318565.1	0	101	1	unknown	nonstructural protein	False		
cand_0596	KU318564	KU318564.1	0	101	1	unknown	nonstructural protein	False		
cand_0597	KU318563	KU318563.1	0	101	1	unknown	nonstructural protein	False		
cand_0598	KU318562	KU318562.1	0	101	1	unknown	nonstructural protein	False		
cand_0599	KU318561	KU318561.1	0	101	1	unknown	nonstructural protein	False		
cand_0600	KU318560	KU318560.1	0	101	1	unknown	nonstructural protein	False		
cand_0601	KU318559	KU318559.1	0	101	1	unknown	nonstructural protein	False		
cand_0602	KU318558	KU318558.1	0	101	1	unknown	nonstructural protein	False		
cand_0603	KU318557	KU318557.1	0	101	1	unknown	nonstructural protein	False		
cand_0604	KU318556	KU318556.1	0	101	1	unknown	nonstructural protein	False		
cand_0605	KU318555	KU318555.1	0	101	1	unknown	nonstructural protein	False		
cand_0606	KU318554	KU318554.1	0	101	1	unknown	nonstructural protein	False		
cand_0607	KU318553	KU318553.1	0	101	1	unknown	nonstructural protein	False		
cand_0608	KU318552	KU318552.1	0	101	1	unknown	nonstructural protein	False		
cand_0609	KU318551	KU318551.1	0	101	1	unknown	nonstructural protein	False		
cand_0610	KU318550	KU318550.1	0	101	1	unknown	nonstructural protein	False		
cand_0611	KU318549	KU318549.1	0	101	1	unknown	nonstructural protein	False		
cand_0612	KU318548	KU318548.1	0	101	1	unknown	nonstructural protein	False		
cand_0613	KU318547	KU318547.1	0	101	1	unknown	nonstructural protein	False		
cand_0614	KU318546	KU318546.1	0	101	1	unknown	nonstructural protein	False		
cand_0615	KU318545	KU318545.1	0	101	1	unknown	nonstructural protein	False		
cand_0616	KU318544	KU318544.1	0	101	1	unknown	nonstructural protein	False		
cand_0617	KU318543	KU318543.1	0	101	1	unknown	nonstructural protein	False		
cand_0618	KU318542	KU318542.1	0	101	1	unknown	nonstructural protein	False		
cand_0619	KU318541	KU318541.1	0	101	1	unknown	nonstructural protein	False		
cand_0620	KU318540	KU318540.1	0	101	1	unknown	nonstructural protein	False		
cand_0621	KU318539	KU318539.1	0	101	1	unknown	nonstructural protein	False		
cand_0622	KU318538	KU318538.1	0	101	1	unknown	nonstructural protein	False		
cand_0623	KU318537	KU318537.1	0	101	1	unknown	nonstructural protein	False		
cand_0624	KU318536	KU318536.1	0	101	1	unknown	nonstructural protein	False		
cand_0625	KU318535	KU318535.1	0	101	1	unknown	nonstructural protein	False		
cand_0626	KU318534	KU318534.1	0	101	1	unknown	nonstructural protein	False		
cand_0627	KU318533	KU318533.1	0	101	1	unknown	nonstructural protein	False		
cand_0628	KU318532	KU318532.1	0	101	1	unknown	nonstructural protein	False		
cand_0629	KU318531	KU318531.1	0	101	1	unknown	nonstructural protein	False		
cand_0630	KU318530	KU318530.1	0	101	1	unknown	nonstructural protein	False		
cand_0631	KU318529	KU318529.1	0	101	1	unknown	nonstructural protein	False		
cand_0632	KU318528	KU318528.1	0	101	1	unknown	nonstructural protein	False		
cand_0633	KU318527	KU318527.1	0	101	1	unknown	nonstructural protein	False		
cand_0634	KU318526	KU318526.1	0	101	1	unknown	nonstructural protein	False		
cand_0635	KU318525	KU318525.1	0	101	1	unknown	nonstructural protein	False		
cand_0636	KU318524	KU318524.1	0	101	1	unknown	nonstructural protein	False		
cand_0637	KU318523	KU318523.1	0	101	1	unknown	nonstructural protein	False		
cand_0638	KU318522	KU318522.1	0	101	1	unknown	nonstructural protein	False		
cand_0639	KU318521	KU318521.1	0	101	1	unknown	nonstructural protein	False		
cand_0640	KU318520	KU318520.1	0	101	1	unknown	nonstructural protein	False		
cand_0641	KU318519	KU318519.1	0	101	1	unknown	nonstructural protein	False		
cand_0642	KU318518	KU318518.1	0	101	1	unknown	nonstructural protein	False		
cand_0643	KU318517	KU318517.1	0	101	1	unknown	nonstructural protein	False		
cand_0644	KU318516	KU318516.1	0	101	1	unknown	nonstructural protein	False		
cand_0645	KU318515	KU318515.1	0	101	1	unknown	nonstructural protein	False		
cand_0646	KU318514	KU318514.1	0	101	1	unknown	nonstructural protein	False		
cand_0647	KU318513	KU318513.1	0	101	1	unknown	nonstructural protein	False		
cand_0648	KU318512	KU318512.1	0	101	1	unknown	nonstructural protein	False		
cand_0649	KU318511	KU318511.1	0	101	1	unknown	nonstructural protein	False		
cand_0650	KU318510	KU318510.1	0	101	1	unknown	nonstructural protein	False		
cand_0651	KU318509	KU318509.1	0	101	1	unknown	nonstructural protein	False		
cand_0652	KU318508	KU318508.1	0	101	1	unknown	nonstructural protein	False		
cand_0653	KU318507	KU318507.1	0	101	1	unknown	nonstructural protein	False		
cand_0654	KU318506	KU318506.1	0	101	1	unknown	nonstructural protein	False		
cand_0655	KU318505	KU318505.1	0	101	1	unknown	nonstructural protein	False		
cand_0656	KU318504	KU318504.1	0	101	1	unknown	nonstructural protein	False		
cand_0657	KU318503	KU318503.1	0	101	1	unknown	nonstructural protein	False		
cand_0658	KU318502	KU318502.1	0	101	1	unknown	nonstructural protein	False		
cand_0659	KU318501	KU318501.1	0	101	1	unknown	nonstructural protein	False		
cand_0660	KU318500	KU318500.1	0	101	1	unknown	nonstructural protein	False		
cand_0661	KU318499	KU318499.1	0	101	1	unknown	nonstructural protein	False		
cand_0662	KU318498	KU318498.1	0	101	1	unknown	nonstructural protein	False		
cand_0663	KU318497	KU318497.1	0	101	1	unknown	nonstructural protein	False		
cand_0664	KU318496	KU318496.1	0	101	1	unknown	nonstructural protein	False		
cand_0665	KU318495	KU318495.1	0	101	1	unknown	nonstructural protein	False		
cand_0666	KU318494	KU318494.1	0	101	1	unknown	nonstructural protein	False		
cand_0667	KU318493	KU318493.1	0	101	1	unknown	nonstructural protein	False		
cand_0668	KU318492	KU318492.1	0	101	1	unknown	nonstructural protein	False		
cand_0669	KU318491	KU318491.1	0	101	1	unknown	nonstructural protein	False		
cand_0670	KU318490	KU318490.1	0	101	1	unknown	nonstructural protein	False		
cand_0671	KU318489	KU318489.1	0	101	1	unknown	nonstructural protein	False		
cand_0672	KU318488	KU318488.1	0	101	1	unknown	nonstructural protein	False		
cand_0673	KU318487	KU318487.1	0	101	1	unknown	nonstructural protein	False		
cand_0674	KU318486	KU318486.1	0	101	1	unknown	nonstructural protein	False		
cand_0675	KU318485	KU318485.1	0	101	1	unknown	nonstructural protein	False		
cand_0676	KU318484	KU318484.1	0	101	1	unknown	nonstructural protein	False		
cand_0677	KU318483	KU318483.1	0	101	1	unknown	nonstructural protein	False		
cand_0678	KU318482	KU318482.1	0	101	1	unknown	nonstructural protein	False		
cand_0679	KU318481	KU318481.1	0	101	1	unknown	nonstructural protein	False		
cand_0680	KU318480	KU318480.1	0	101	1	unknown	nonstructural protein	False		
